Customer ID,Count,Quarter,Customer Status,Churn Label,Churn Value,Churn Category,Churn Reason
3948-XHGNA,1,Q3,Churned,Yes,1,Other,Don't know
0565-IYCGT,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
5445-UTODQ,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
1024-VRZHF,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
0348-SDKOL,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
4373-MAVJG,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
8901-HJXTF,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
5419-KLXBN,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
9828-AOQLM,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
7615-ESMYF,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
3858-VOBET,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
1447-PJGGA,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
8565-CLBZW,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
9139-WQQDY,1,Q3,Churned,Yes,1,Other,Poor expertise of online support
0224-HJAPT,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
8086-OVPWV,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
9430-FRQOC,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
3074-GQWYX,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
6845-RGTYS,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
8861-HGGKB,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
7065-YUNRY,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
7694-VLBWQ,1,Q3,Churned,Yes,1,Dissatisfaction,Product dissatisfaction
6481-OGDOO,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
3753-TSEMP,1,Q3,Churned,Yes,1,Dissatisfaction,Product dissatisfaction
8305-VHZBZ,1,Q3,Churned,Yes,1,Price,Long distance charges
9172-JITSM,1,Q3,Churned,Yes,1,Other,Don't know
6298-QDFNH,1,Q3,Churned,Yes,1,Dissatisfaction,Product dissatisfaction
6173-ITPWD,1,Q3,Churned,Yes,1,Dissatisfaction,Product dissatisfaction
9734-UYXQI,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
2189-UXTKY,1,Q3,Churned,Yes,1,Dissatisfaction,Product dissatisfaction
4958-GZWIY,1,Q3,Churned,Yes,1,Other,Don't know
6356-ELRKD,1,Q3,Churned,Yes,1,Other,Don't know
8624-GIOUT,1,Q3,Churned,Yes,1,Other,Don't know
3177-LASXD,1,Q3,Churned,Yes,1,Dissatisfaction,Poor expertise of phone support
4897-QSUYC,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
1084-UQCHV,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
2955-BJZHG,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
3806-DXQOM,1,Q3,Churned,Yes,1,Attitude,Attitude of service provider
9300-RENDD,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
0761-AETCS,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
2153-MREFK,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
3106-ULWFW,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
0925-VYDLG,1,Q3,Churned,Yes,1,Attitude,Attitude of service provider
4349-GFQHK,1,Q3,Churned,Yes,1,Attitude,Attitude of service provider
7802-EFKNY,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
8035-BUYVG,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
9787-XVQIU,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
8945-MUQUF,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
3023-GFLBR,1,Q3,Churned,Yes,1,Attitude,Attitude of service provider
0524-IAVZO,1,Q3,Churned,Yes,1,Other,Don't know
2737-YNGYW,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
5159-YFPKQ,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
7927-AUXBZ,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
7619-ODSGN,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
2514-GINMM,1,Q3,Churned,Yes,1,Attitude,Attitude of service provider
2659-VXMWZ,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
4285-GYRQC,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
8337-MSSXB,1,Q3,Churned,Yes,1,Attitude,Attitude of service provider
8182-BJDSI,1,Q3,Churned,Yes,1,Attitude,Attitude of service provider
2482-CZGBB,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
0866-QLSIR,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
7181-BQYBV,1,Q3,Churned,Yes,1,Attitude,Attitude of service provider
6204-IEUXJ,1,Q3,Churned,Yes,1,Attitude,Attitude of service provider
4529-CKBCL,1,Q3,Churned,Yes,1,Attitude,Attitude of service provider
2506-CLAKW,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
1583-IHQZE,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
0151-ONTOV,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
0320-JDNQG,1,Q3,Churned,Yes,1,Other,Don't know
7180-PISOG,1,Q3,Churned,Yes,1,Attitude,Attitude of service provider
3571-RFHAR,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
9578-VRMNM,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
6140-QNRQQ,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
4307-KTUMW,1,Q3,Churned,Yes,1,Attitude,Attitude of service provider
7470-MCQTK,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
7488-MXJIV,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
2027-FECZV,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
2672-DZUOY,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
3870-MQAMG,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
4800-CZMPC,1,Q3,Churned,Yes,1,Attitude,Attitude of service provider
7377-DMMRI,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
8949-JTMAY,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
3211-ILJTT,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
5103-MHMHY,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
0235-KGSLC,1,Q3,Churned,Yes,1,Other,Moved
2884-GBPFB,1,Q3,Churned,Yes,1,Other,Moved
5136-KCKGI,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
3722-WPXTK,1,Q3,Churned,Yes,1,Competitor,Competitor offered higher download speeds
2929-ERCFZ,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
7548-SEPYI,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
8835-VSDSE,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
1623-NLDOT,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
5236-PERKL,1,Q3,Churned,Yes,1,Competitor,Competitor offered higher download speeds
7854-FOKSF,1,Q3,Churned,Yes,1,Competitor,Competitor offered higher download speeds
2519-FAKOD,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
7089-IVVAZ,1,Q3,Churned,Yes,1,Competitor,Competitor offered more data
9492-TOKRI,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
3325-FUYCG,1,Q3,Churned,Yes,1,Dissatisfaction,Service dissatisfaction
8481-YYXWG,1,Q3,Churned,Yes,1,Dissatisfaction,Network reliability
2609-IAICY,1,Q3,Churned,Yes,1,Dissatisfaction,Limited range of services
1740-CSDJP,1,Q3,Churned,Yes,1,Price,Lack of affordable download/upload speed
2636-OHFMN,1,Q3,Churned,Yes,1,Price,Long distance charges
1323-OOEPC,1,Q3,Churned,Yes,1,Price,Extra data charges
9921-ZVRHG,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
4701-MLJPN,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
9206-GVPEQ,1,Q3,Churned,Yes,1,Dissatisfaction,Network reliability
1596-BBVTG,1,Q3,Churned,Yes,1,Other,Poor expertise of online support
8433-WXGNA,1,Q3,Churned,Yes,1,Other,Don't know
3707-GNWHM,1,Q3,Churned,Yes,1,Other,Don't know
5766-ZJYBB,1,Q3,Churned,Yes,1,Dissatisfaction,Service dissatisfaction
8931-GJJIQ,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
4277-PVRAN,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
0203-HHYIJ,1,Q3,Churned,Yes,1,Price,Long distance charges
0952-KMEEH,1,Q3,Churned,Yes,1,Price,Long distance charges
8178-EYZUO,1,Q3,Churned,Yes,1,Price,Extra data charges
3230-WYKIR,1,Q3,Churned,Yes,1,Dissatisfaction,Product dissatisfaction
0407-BDJKB,1,Q3,Churned,Yes,1,Dissatisfaction,Service dissatisfaction
9600-UDOPK,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
4074-SJFFA,1,Q3,Churned,Yes,1,Dissatisfaction,Network reliability
4910-GMJOT,1,Q3,Churned,Yes,1,Other,Don't know
4323-SADQS,1,Q3,Churned,Yes,1,Dissatisfaction,Service dissatisfaction
4446-BZKHU,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
5202-IVJNU,1,Q3,Churned,Yes,1,Dissatisfaction,Network reliability
5976-JCJRH,1,Q3,Churned,Yes,1,Dissatisfaction,Limited range of services
0137-OCGAB,1,Q3,Churned,Yes,1,Price,Lack of affordable download/upload speed
3351-NQLDI,1,Q3,Churned,Yes,1,Price,Long distance charges
7593-JNWRU,1,Q3,Churned,Yes,1,Price,Extra data charges
4588-YBNIB,1,Q3,Churned,Yes,1,Price,Price too high
5028-GZLDO,1,Q3,Churned,Yes,1,Dissatisfaction,Service dissatisfaction
6877-TJMBR,1,Q3,Churned,Yes,1,Dissatisfaction,Network reliability
6769-DCQLI,1,Q3,Churned,Yes,1,Other,Don't know
2433-KMEAS,1,Q3,Churned,Yes,1,Other,Don't know
2195-ZRVAX,1,Q3,Churned,Yes,1,Other,Don't know
3550-SAHFP,1,Q3,Churned,Yes,1,Price,Price too high
2011-TRQYE,1,Q3,Churned,Yes,1,Dissatisfaction,Product dissatisfaction
4873-ILOLJ,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
2725-KXXWT,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
9565-DJPIB,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
8348-HFYIV,1,Q3,Churned,Yes,1,Dissatisfaction,Limited range of services
6849-WLEYG,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
4659-NZRUF,1,Q3,Churned,Yes,1,Price,Long distance charges
8429-XIBUM,1,Q3,Churned,Yes,1,Price,Extra data charges
2608-BHKFN,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
7341-LXCAF,1,Q3,Churned,Yes,1,Dissatisfaction,Product dissatisfaction
9462-MJUAW,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
8128-YVJRG,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
1569-TTNYJ,1,Q3,Churned,Yes,1,Other,Don't know
4749-VFKVB,1,Q3,Churned,Yes,1,Other,Don't know
7598-UAASY,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
7938-OUHIO,1,Q3,Churned,Yes,1,Attitude,Attitude of service provider
0431-APWVY,1,Q3,Churned,Yes,1,Other,Poor expertise of online support
3426-NIYYL,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
3387-VATUS,1,Q3,Churned,Yes,1,Attitude,Attitude of service provider
1143-NMNQJ,1,Q3,Churned,Yes,1,Attitude,Attitude of service provider
0415-MOSGF,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
2495-INZWQ,1,Q3,Churned,Yes,1,Attitude,Attitude of service provider
4139-SUGLD,1,Q3,Churned,Yes,1,Attitude,Attitude of service provider
6857-VWJDT,1,Q3,Churned,Yes,1,Attitude,Attitude of service provider
5624-BQSSA,1,Q3,Churned,Yes,1,Price,Long distance charges
5577-OTWWW,1,Q3,Churned,Yes,1,Other,Moved
6100-QQHEB,1,Q3,Churned,Yes,1,Other,Moved
2691-NZETQ,1,Q3,Churned,Yes,1,Competitor,Competitor offered higher download speeds
4404-HIBDJ,1,Q3,Churned,Yes,1,Competitor,Competitor offered more data
7295-JOMMD,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
5013-SBUIH,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
6023-YEBUP,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
7209-JCUDS,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
6158-DWPZT,1,Q3,Churned,Yes,1,Competitor,Competitor offered more data
3763-GCZHZ,1,Q3,Churned,Yes,1,Competitor,Competitor offered more data
0772-GYEQQ,1,Q3,Churned,Yes,1,Competitor,Competitor offered more data
4831-EOBFE,1,Q3,Churned,Yes,1,Other,Don't know
9170-GYZJC,1,Q3,Churned,Yes,1,Price,Price too high
2002-MZHWP,1,Q3,Churned,Yes,1,Price,Long distance charges
2004-OCQXK,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
5027-QPKTE,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
2672-HUYVI,1,Q3,Churned,Yes,1,Price,Long distance charges
7508-MYBOG,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
0148-DCDOS,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
9992-RRAMN,1,Q3,Churned,Yes,1,Dissatisfaction,Product dissatisfaction
0310-MVLET,1,Q3,Churned,Yes,1,Dissatisfaction,Service dissatisfaction
5696-QURRL,1,Q3,Churned,Yes,1,Dissatisfaction,Network reliability
0495-RVCBF,1,Q3,Churned,Yes,1,Other,Poor expertise of online support
7854-EDSSA,1,Q3,Churned,Yes,1,Dissatisfaction,Poor expertise of online support
8869-TORSS,1,Q3,Churned,Yes,1,Dissatisfaction,Poor expertise of phone support
2115-BFTIW,1,Q3,Churned,Yes,1,Dissatisfaction,Product dissatisfaction
0611-DFXKO,1,Q3,Churned,Yes,1,Dissatisfaction,Service dissatisfaction
7780-OTDSO,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
9747-DDZOS,1,Q3,Churned,Yes,1,Dissatisfaction,Network reliability
0564-JJHGS,1,Q3,Churned,Yes,1,Dissatisfaction,Limited range of services
3348-CFRNX,1,Q3,Churned,Yes,1,Price,Lack of affordable download/upload speed
1428-GTBJJ,1,Q3,Churned,Yes,1,Price,Long distance charges
2249-YPRNG,1,Q3,Churned,Yes,1,Dissatisfaction,Service dissatisfaction
7410-YTJIK,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
4626-GYCZP,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
5590-BYNII,1,Q3,Churned,Yes,1,Other,Don't know
3237-AJGEH,1,Q3,Churned,Yes,1,Other,Poor expertise of online support
1591-NFNLQ,1,Q3,Churned,Yes,1,Other,Poor expertise of online support
0596-BQCEQ,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
1481-ZUWZA,1,Q3,Churned,Yes,1,Dissatisfaction,Service dissatisfaction
2309-OSFEU,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
7613-LLQFO,1,Q3,Churned,Yes,1,Dissatisfaction,Limited range of services
2640-PMGFL,1,Q3,Churned,Yes,1,Price,Lack of affordable download/upload speed
3801-HMYNL,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
4484-CGXFK,1,Q3,Churned,Yes,1,Dissatisfaction,Product dissatisfaction
6214-EDAKZ,1,Q3,Churned,Yes,1,Dissatisfaction,Service dissatisfaction
6127-ISGTU,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
8740-XLHDR,1,Q3,Churned,Yes,1,Dissatisfaction,Network reliability
1208-DNHLN,1,Q3,Churned,Yes,1,Other,Don't know
1761-AEZZR,1,Q3,Churned,Yes,1,Other,Don't know
7120-RFMVS,1,Q3,Churned,Yes,1,Price,Price too high
7317-GGVPB,1,Q3,Churned,Yes,1,Dissatisfaction,Product dissatisfaction
1322-AGOQM,1,Q3,Churned,Yes,1,Dissatisfaction,Service dissatisfaction
5692-FPTAH,1,Q3,Churned,Yes,1,Dissatisfaction,Network reliability
1550-LOAHA,1,Q3,Churned,Yes,1,Dissatisfaction,Limited range of services
0268-QKIWO,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
0876-WDUUZ,1,Q3,Churned,Yes,1,Price,Long distance charges
0617-FHSGK,1,Q3,Churned,Yes,1,Price,Extra data charges
2858-MOFSQ,1,Q3,Churned,Yes,1,Price,Price too high
7005-CCBKV,1,Q3,Churned,Yes,1,Dissatisfaction,Service dissatisfaction
4250-FDVOU,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
2141-RRYGO,1,Q3,Churned,Yes,1,Other,Poor expertise of online support
6376-GAHQE,1,Q3,Churned,Yes,1,Other,Don't know
5052-PNLOS,1,Q3,Churned,Yes,1,Other,Poor expertise of online support
6979-ZNSFF,1,Q3,Churned,Yes,1,Price,Price too high
2386-LAHRK,1,Q3,Churned,Yes,1,Dissatisfaction,Product dissatisfaction
6032-IGALN,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
0516-WJVXC,1,Q3,Churned,Yes,1,Dissatisfaction,Network reliability
8809-RIHDD,1,Q3,Churned,Yes,1,Price,Lack of affordable download/upload speed
4822-NGOCH,1,Q3,Churned,Yes,1,Price,Long distance charges
1432-FPAXX,1,Q3,Churned,Yes,1,Dissatisfaction,Product dissatisfaction
3884-HCSWG,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
5077-DXTCG,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
1142-WACZW,1,Q3,Churned,Yes,1,Other,Don't know
4892-VLANZ,1,Q3,Churned,Yes,1,Price,Long distance charges
2919-HBCJO,1,Q3,Churned,Yes,1,Other,Moved
4236-XPXAV,1,Q3,Churned,Yes,1,Other,Moved
3030-YZADT,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
7410-KTVFV,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
8393-DLHGA,1,Q3,Churned,Yes,1,Competitor,Competitor offered more data
2834-SPCJV,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
0587-DMGBH,1,Q3,Churned,Yes,1,Competitor,Competitor offered higher download speeds
3523-QRQLL,1,Q3,Churned,Yes,1,Competitor,Competitor offered more data
0895-DQHEW,1,Q3,Churned,Yes,1,Competitor,Competitor offered more data
8149-RSOUN,1,Q3,Churned,Yes,1,Competitor,Competitor offered more data
7250-EQKIY,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
4013-UBXWQ,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
5519-NPHVG,1,Q3,Churned,Yes,1,Price,Price too high
8849-GYOKR,1,Q3,Churned,Yes,1,Dissatisfaction,Product dissatisfaction
3148-BLQJT,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
0461-CVKMU,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
8806-EAGWC,1,Q3,Churned,Yes,1,Dissatisfaction,Network reliability
4183-WCSEP,1,Q3,Churned,Yes,1,Price,Long distance charges
5498-TXHLF,1,Q3,Churned,Yes,1,Price,Extra data charges
9722-UJOJR,1,Q3,Churned,Yes,1,Price,Price too high
6772-KSATR,1,Q3,Churned,Yes,1,Dissatisfaction,Service dissatisfaction
7112-OPOTK,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
4210-QFJMF,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
5828-AVIPD,1,Q3,Churned,Yes,1,Other,Poor expertise of online support
1086-LXKFY,1,Q3,Churned,Yes,1,Other,Don't know
7774-OJSXI,1,Q3,Churned,Yes,1,Dissatisfaction,Poor expertise of phone support
7786-WBJYI,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
5016-ETTFF,1,Q3,Churned,Yes,1,Dissatisfaction,Service dissatisfaction
3866-MDTUB,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
0697-ZMSWS,1,Q3,Churned,Yes,1,Dissatisfaction,Limited range of services
7593-XFKDI,1,Q3,Churned,Yes,1,Price,Extra data charges
0337-CNPZE,1,Q3,Churned,Yes,1,Price,Price too high
1513-XNPPH,1,Q3,Churned,Yes,1,Dissatisfaction,Product dissatisfaction
6347-DCUIK,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
0897-FEGMU,1,Q3,Churned,Yes,1,Dissatisfaction,Network reliability
7663-RGWBC,1,Q3,Churned,Yes,1,Other,Don't know
1120-BMWUB,1,Q3,Churned,Yes,1,Other,Don't know
9124-LHCJQ,1,Q3,Churned,Yes,1,Price,Price too high
2235-ZGKPT,1,Q3,Churned,Yes,1,Dissatisfaction,Product dissatisfaction
3891-PUQOD,1,Q3,Churned,Yes,1,Dissatisfaction,Service dissatisfaction
0689-NKYLF,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
3658-KIBGF,1,Q3,Churned,Yes,1,Dissatisfaction,Network reliability
5519-YLDGW,1,Q3,Churned,Yes,1,Dissatisfaction,Limited range of services
4946-EDSEW,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
8185-UPYBR,1,Q3,Churned,Yes,1,Dissatisfaction,Product dissatisfaction
4585-HETAI,1,Q3,Churned,Yes,1,Dissatisfaction,Service dissatisfaction
7526-BEZQB,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
4951-UKAAQ,1,Q3,Churned,Yes,1,Dissatisfaction,Network reliability
2108-YKQTY,1,Q3,Churned,Yes,1,Other,Don't know
4918-QLLIW,1,Q3,Churned,Yes,1,Other,Don't know
1625-JAIIY,1,Q3,Churned,Yes,1,Dissatisfaction,Product dissatisfaction
2947-DOMLJ,1,Q3,Churned,Yes,1,Dissatisfaction,Service dissatisfaction
4112-LUEIZ,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
4510-HIMLV,1,Q3,Churned,Yes,1,Dissatisfaction,Network reliability
2430-USGXP,1,Q3,Churned,Yes,1,Price,Lack of affordable download/upload speed
5955-ERIHD,1,Q3,Churned,Yes,1,Price,Long distance charges
5949-EBSQK,1,Q3,Churned,Yes,1,Price,Price too high
7274-RTAPZ,1,Q3,Churned,Yes,1,Dissatisfaction,Product dissatisfaction
0311-UNPFF,1,Q3,Churned,Yes,1,Dissatisfaction,Service dissatisfaction
3834-XUIFC,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
7599-FKVXZ,1,Q3,Churned,Yes,1,Other,Don't know
8229-TNIQA,1,Q3,Churned,Yes,1,Other,Don't know
6221-AVQYL,1,Q3,Churned,Yes,1,Price,Price too high
7743-EXURX,1,Q3,Churned,Yes,1,Dissatisfaction,Product dissatisfaction
5569-KGJHX,1,Q3,Churned,Yes,1,Dissatisfaction,Service dissatisfaction
7730-IUTDZ,1,Q3,Churned,Yes,1,Dissatisfaction,Network reliability
0426-TIRNE,1,Q3,Churned,Yes,1,Dissatisfaction,Limited range of services
7587-RZNME,1,Q3,Churned,Yes,1,Price,Lack of affordable download/upload speed
0748-RDGGM,1,Q3,Churned,Yes,1,Price,Long distance charges
3746-EUBYR,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
2332-EFBJY,1,Q3,Churned,Yes,1,Price,Long distance charges
9474-PHLYD,1,Q3,Churned,Yes,1,Dissatisfaction,Network reliability
2165-VOEGB,1,Q3,Churned,Yes,1,Other,Don't know
2219-MVUSO,1,Q3,Churned,Yes,1,Other,Don't know
8914-RBTSB,1,Q3,Churned,Yes,1,Other,Don't know
0963-ZBDRN,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
7594-RQHXR,1,Q3,Churned,Yes,1,Other,Deceased
6331-EWIEB,1,Q3,Churned,Yes,1,Other,Moved
5998-VVEJY,1,Q3,Churned,Yes,1,Other,Moved
4317-VTEOA,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
1670-SVOWZ,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
7541-YLXCL,1,Q3,Churned,Yes,1,Other,Don't know
0260-ZDLGK,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
8722-NGNBH,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
0133-BMFZO,1,Q3,Churned,Yes,1,Competitor,Competitor offered higher download speeds
6128-CZOMY,1,Q3,Churned,Yes,1,Competitor,Competitor offered higher download speeds
9540-JYROE,1,Q3,Churned,Yes,1,Competitor,Competitor offered higher download speeds
3656-TKRVZ,1,Q3,Churned,Yes,1,Competitor,Competitor offered more data
1501-SGHBW,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
3208-YPIOE,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
2612-RANWT,1,Q3,Churned,Yes,1,Price,Price too high
2933-FILNV,1,Q3,Churned,Yes,1,Dissatisfaction,Lack of self-service on Website
9986-BONCE,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
4083-EUGRJ,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
6410-LEFEN,1,Q3,Churned,Yes,1,Dissatisfaction,Product dissatisfaction
3194-ORPIK,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
8816-VXNZD,1,Q3,Churned,Yes,1,Dissatisfaction,Lack of self-service on Website
9378-FXTIZ,1,Q3,Churned,Yes,1,Dissatisfaction,Network reliability
1723-HKXJQ,1,Q3,Churned,Yes,1,Other,Don't know
7825-GKXMW,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
1240-KNSEZ,1,Q3,Churned,Yes,1,Price,Long distance charges
0836-SEYLU,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
3716-BDVDB,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
5899-MQZZL,1,Q3,Churned,Yes,1,Competitor,Competitor offered higher download speeds
6849-OYAMU,1,Q3,Churned,Yes,1,Competitor,Competitor offered more data
6038-GCYEC,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
1150-WFARN,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
3144-AUDBS,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
5616-PRTNT,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
6688-UZPWD,1,Q3,Churned,Yes,1,Competitor,Competitor offered more data
2839-RFSQE,1,Q3,Churned,Yes,1,Attitude,Attitude of support person
0968-GSIKN,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
1965-DDBWU,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
9057-SIHCH,1,Q3,Churned,Yes,1,Price,Price too high
6771-XWBDM,1,Q3,Churned,Yes,1,Dissatisfaction,Product dissatisfaction
8601-QACRS,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
2391-SOORI,1,Q3,Churned,Yes,1,Dissatisfaction,Lack of self-service on Website
2645-QTLMB,1,Q3,Churned,Yes,1,Dissatisfaction,Network reliability
4806-HIPDW,1,Q3,Churned,Yes,1,Dissatisfaction,Limited range of services
8443-ZRDBZ,1,Q3,Churned,Yes,1,Price,Long distance charges
9136-ALYBR,1,Q3,Churned,Yes,1,Price,Extra data charges
7479-NITWS,1,Q3,Churned,Yes,1,Price,Price too high
2959-MJHIC,1,Q3,Churned,Yes,1,Dissatisfaction,Product dissatisfaction
5960-WPXQM,1,Q3,Churned,Yes,1,Competitor,Competitor made better offer
0684-AOSIH,1,Q3,Churned,Yes,1,Dissatisfaction,Network reliability
8260-NGFNY,1,Q3,Churned,Yes,1,Other,Don't know
1725-IQNIY,1,Q3,Churned,Yes,1,Competitor,Competitor had better devices
6598-RFFVI,1,Q3,Churned,Yes,1,Price,Long distance charges
