Customer ID,Count,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents
2984-MIIZL,1,Male,51,No,No,No,No,0
5590-YRFJT,1,Female,44,No,No,Yes,No,0
3677-TNKIO,1,Female,27,Yes,No,No,No,0
3329-WDIOK,1,Female,56,No,No,No,No,0
2873-ZLIWT,1,Female,64,No,No,Yes,No,0
3415-TAILE,1,Female,21,Yes,No,Yes,Yes,2
1915-IOFGU,1,Female,53,No,No,No,No,0
3045-XETSH,1,Female,34,No,No,No,No,0
7239-HZZCX,1,Male,21,Yes,No,No,No,0
7683-CBDKJ,1,Male,42,No,No,Yes,Yes,1
0628-CNQRM,1,Male,49,No,No,Yes,No,0
7665-TOALD,1,Female,25,Yes,No,No,No,0
0112-QWPNC,1,Male,61,No,No,Yes,No,0
2777-PHDEI,1,Female,20,Yes,No,No,No,0
1196-AMORA,1,Male,63,No,No,No,No,0
4282-YMKNA,1,Female,55,No,No,No,No,0
5356-RHIPP,1,Male,38,No,No,No,No,0
0746-JTRFU,1,Male,22,Yes,No,No,No,0
4628-CTTLA,1,Male,23,Yes,No,No,No,0
2876-VBBBL,1,Female,64,No,No,No,No,0
6834-NXDCA,1,Female,30,No,No,No,No,0
5597-GLBUC,1,Female,48,No,No,No,No,0
2748-MYRVK,1,Female,22,Yes,No,No,No,0
4822-YCXMX,1,Male,64,No,No,No,No,0
9821-POOTN,1,Male,48,No,No,Yes,No,0
6559-ILWKJ,1,Male,44,No,No,Yes,No,0
4229-CZMLL,1,Male,49,No,No,No,No,0
3663-MITLP,1,Female,43,No,No,No,No,0
9025-ZRPVR,1,Male,59,No,No,No,No,0
3285-UCQVC,1,Female,31,No,No,No,No,0
3737-GCSPV,1,Female,60,No,No,Yes,No,0
4088-YLDSU,1,Male,21,Yes,No,Yes,No,0
5797-APWZC,1,Female,41,No,No,No,No,0
3683-QKIUE,1,Female,51,No,No,No,No,0
4228-ZGYUW,1,Male,42,No,No,No,No,0
3519-ZKXGG,1,Female,61,No,No,Yes,No,0
6416-TVAIH,1,Male,39,No,No,Yes,No,0
5108-ADXWO,1,Male,30,No,No,No,No,0
3066-RRJIO,1,Female,29,Yes,No,No,No,0
6715-OFDBP,1,Male,52,No,No,No,No,0
1567-DSCIC,1,Male,59,No,No,No,No,0
2150-UWTFY,1,Female,21,Yes,No,Yes,Yes,3
2683-BPJSO,1,Male,37,No,No,Yes,No,0
2157-MXBJS,1,Male,20,Yes,No,Yes,No,0
1087-UDSIH,1,Female,38,No,No,No,No,0
5445-PZWGX,1,Male,63,No,No,No,No,0
9170-CCKOU,1,Male,62,No,No,Yes,No,0
1043-YCUTE,1,Male,19,Yes,No,Yes,No,0
3814-MLAXC,1,Female,58,No,No,No,No,0
1226-UDFZR,1,Female,26,Yes,No,No,No,0
5442-UTCVD,1,Male,53,No,No,No,No,0
7734-DBOAI,1,Female,42,No,No,Yes,Yes,2
2114-MGINA,1,Female,57,No,No,No,No,0
4489-SNOJF,1,Female,28,Yes,No,Yes,Yes,2
2187-LZGPL,1,Female,36,No,No,No,No,0
9019-QVLZD,1,Female,58,No,No,No,No,0
3707-LRWZD,1,Female,44,No,No,No,No,0
1455-ESIQH,1,Male,44,No,No,No,No,0
2979-SXESE,1,Female,57,No,No,Yes,No,0
6121-VZNQB,1,Female,35,No,No,No,No,0
6996-KNSML,1,Female,26,Yes,No,No,No,0
2592-SEIFQ,1,Male,36,No,No,No,No,0
8642-GVWRF,1,Female,25,Yes,No,Yes,No,0
3400-ESFUW,1,Male,28,Yes,No,Yes,No,0
2057-ZBLPD,1,Female,50,No,No,Yes,No,0
5502-RLUYV,1,Female,42,No,No,Yes,No,0
9039-RBEEE,1,Male,27,Yes,No,No,No,0
8417-FMLZI,1,Male,47,No,No,Yes,No,0
0378-XSZPU,1,Male,31,No,No,Yes,No,0
4729-XKASR,1,Male,56,No,No,No,Yes,3
5449-FIBXJ,1,Male,34,No,No,Yes,No,0
9837-BMCLM,1,Male,39,No,No,No,No,0
0137-UDEUO,1,Female,24,Yes,No,No,No,0
4925-LMHOK,1,Male,29,Yes,No,No,No,0
1455-UGQVH,1,Male,35,No,No,Yes,No,0
8280-MQRQN,1,Female,39,No,No,No,No,0
2037-SGXHH,1,Male,25,Yes,No,Yes,No,0
3178-FESZO,1,Female,45,No,No,No,No,0
6087-MVHJH,1,Female,44,No,No,No,No,0
4603-JANFB,1,Male,51,No,No,No,No,0
3018-TFTSU,1,Male,44,No,No,No,No,0
4806-KEXQR,1,Male,27,Yes,No,No,No,0
7083-YNSKY,1,Female,22,Yes,No,No,No,0
7434-SHXLS,1,Female,21,Yes,No,No,No,0
7908-QCBCA,1,Female,47,No,No,Yes,No,0
6711-FLDFB,1,Female,62,No,No,No,No,0
4702-IOQDC,1,Female,58,No,No,No,No,0
6178-KFNHS,1,Female,34,No,No,No,No,0
1264-BYWMS,1,Male,40,No,No,No,No,0
9658-WYUFB,1,Female,57,No,No,No,No,0
2013-SGDXK,1,Female,27,Yes,No,No,No,0
3506-LCJDC,1,Male,52,No,No,Yes,Yes,3
3934-HXCFZ,1,Male,33,No,No,Yes,No,0
7666-WKRON,1,Female,39,No,No,No,No,0
4910-AQFFX,1,Male,30,No,No,Yes,No,0
2154-KVJFF,1,Female,42,No,No,No,No,0
9647-ERGBE,1,Female,64,No,No,Yes,No,0
3428-XZMAZ,1,Male,64,No,No,No,No,0
0378-TOVMS,1,Female,20,Yes,No,No,No,0
4355-HBJHH,1,Male,49,No,No,Yes,No,0
0318-QUUOB,1,Male,25,Yes,No,Yes,No,0
5520-FVEWJ,1,Female,28,Yes,No,Yes,No,0
5572-ZDXHY,1,Female,25,Yes,No,No,No,0
3750-CKVKH,1,Male,58,No,No,No,No,0
4547-KQRTM,1,Female,60,No,No,No,No,0
4877-EVATK,1,Male,30,No,No,No,No,0
7639-SUPCW,1,Female,32,No,No,No,No,0
4658-HCOHW,1,Female,52,No,No,Yes,No,0
3440-JPSCL,1,Female,26,Yes,No,No,No,0
2889-FPWRM,1,Male,31,No,No,Yes,No,0
4290-BSXUX,1,Male,33,No,No,Yes,No,0
0325-XBFAC,1,Male,44,No,No,No,No,0
2462-XIIJB,1,Male,33,No,No,No,No,0
4760-XOHVN,1,Female,54,No,No,Yes,Yes,2
7817-BOQPW,1,Female,32,No,No,No,No,0
1853-UDXBW,1,Male,38,No,No,Yes,No,0
5458-CQJTA,1,Male,56,No,No,Yes,No,0
5219-YIPTK,1,Female,46,No,No,Yes,No,0
3540-RZJYU,1,Female,21,Yes,No,No,No,0
2091-MJTFX,1,Female,57,No,No,Yes,Yes,2
0883-EIBTI,1,Female,23,Yes,No,No,No,0
7571-YXDAD,1,Female,37,No,No,No,No,0
3393-FMZPV,1,Female,59,No,No,No,No,0
7486-KSRVI,1,Male,56,No,No,No,No,0
8443-WVPSS,1,Male,58,No,No,Yes,No,0
3006-XIMLN,1,Female,34,No,No,No,No,0
6305-YLBMM,1,Male,50,No,No,No,No,0
3647-GMGDH,1,Male,52,No,No,Yes,No,0
6595-COKXZ,1,Female,63,No,No,No,No,0
0362-ZBZWJ,1,Male,46,No,No,No,No,0
4211-MMAZN,1,Male,41,No,No,No,No,0
4274-OWWYO,1,Male,56,No,No,No,No,0
1541-ETJZO,1,Male,58,No,No,No,No,0
4106-HADHQ,1,Male,42,No,No,Yes,No,0
2369-UAPKZ,1,Male,43,No,No,No,No,0
0637-KVDLV,1,Male,30,No,No,No,No,0
6633-MPWBS,1,Male,47,No,No,No,No,0
8785-EPNCG,1,Male,42,No,No,No,No,0
5729-KLZAR,1,Female,22,Yes,No,Yes,No,0
1582-RAFML,1,Male,26,Yes,No,No,No,0
8740-CRYFY,1,Male,62,No,No,No,No,0
2962-XPMCQ,1,Male,56,No,No,No,No,0
1678-FYZOW,1,Female,28,Yes,No,No,No,0
8627-EHGIP,1,Male,38,No,No,No,No,0
5480-TBGPH,1,Female,63,No,No,Yes,No,0
0511-JTEOY,1,Female,41,No,No,No,No,0
6532-YLWSI,1,Female,25,Yes,No,Yes,No,0
5175-AOBHI,1,Female,48,No,No,No,No,0
5174-RNGBH,1,Female,27,Yes,No,No,No,0
7270-BDIOA,1,Female,60,No,No,No,No,0
9565-JSNFM,1,Male,39,No,No,No,No,0
0607-DAAHE,1,Male,62,No,No,No,No,0
9732-KPKBW,1,Male,49,No,No,No,No,0
9560-ARGQJ,1,Female,40,No,No,No,No,0
5134-IKDAY,1,Female,34,No,No,Yes,No,0
5380-AFSSK,1,Female,44,No,No,No,No,0
8714-EUHJO,1,Female,39,No,No,Yes,No,0
3721-CNEYS,1,Female,45,No,No,No,No,0
2568-OIADY,1,Female,26,Yes,No,Yes,No,0
1193-RTSLK,1,Female,26,Yes,No,No,No,0
5923-GXUOC,1,Male,37,No,No,No,No,0
4432-ADRLB,1,Male,46,No,No,No,No,0
8993-PHFWD,1,Female,62,No,No,No,No,0
1565-RHDJD,1,Female,21,Yes,No,No,No,0
3765-JXVKY,1,Female,23,Yes,No,No,No,0
7330-WZLNC,1,Female,25,Yes,No,No,No,0
6635-MYYYZ,1,Female,59,No,No,No,No,0
5378-IKEEG,1,Female,47,No,No,No,No,0
6413-XKKPU,1,Male,54,No,No,Yes,No,0
1449-XQEMT,1,Male,33,No,No,No,No,0
2626-URJFX,1,Male,55,No,No,Yes,Yes,3
2612-RRIDN,1,Male,25,Yes,No,No,No,0
4735-ASGMA,1,Male,55,No,No,No,No,0
3669-LVWZB,1,Male,20,Yes,No,No,No,0
6892-EZDTG,1,Female,55,No,No,Yes,No,0
9725-SCPZG,1,Male,47,No,No,No,No,0
5884-GCYMI,1,Male,62,No,No,No,No,0
7853-GVUDZ,1,Female,55,No,No,Yes,Yes,1
3943-KDREE,1,Female,48,No,No,No,No,0
9239-ZBZZV,1,Female,23,Yes,No,No,No,0
4398-HSCJH,1,Female,57,No,No,No,No,0
4430-UZIPO,1,Male,44,No,No,No,No,0
4855-SNKMY,1,Female,31,No,No,No,No,0
8008-HAWED,1,Male,38,No,No,No,No,0
1502-XFCVR,1,Female,57,No,No,No,No,0
9692-TUSXH,1,Female,23,Yes,No,No,No,0
7912-SYRQT,1,Female,35,No,No,No,No,0
8292-TYSPY,1,Male,55,No,No,No,No,0
1867-BDVFH,1,Male,35,No,No,Yes,No,0
2359-QWQUL,1,Female,35,No,No,Yes,No,0
9103-TCIHJ,1,Female,60,No,No,No,No,0
4140-WJAWW,1,Female,57,No,No,No,No,0
6653-CBBOM,1,Female,57,No,No,No,No,0
6101-IMRMM,1,Male,53,No,No,No,No,0
8943-URTMR,1,Female,56,No,No,No,No,0
2955-PSXOE,1,Female,48,No,No,No,No,0
7762-URZQH,1,Male,30,No,No,Yes,No,0
6907-NZZIJ,1,Female,54,No,No,No,No,0
2911-UREFD,1,Female,50,No,No,Yes,No,0
3744-ZRRDZ,1,Male,25,Yes,No,No,No,0
5673-TIYIB,1,Male,34,No,No,No,No,0
1602-IJQQE,1,Female,42,No,No,No,No,0
4628-WQCQQ,1,Male,37,No,No,No,No,0
1644-IRKSF,1,Female,48,No,No,Yes,No,0
3705-PSNGL,1,Male,49,No,No,No,No,0
2606-RMDHZ,1,Male,47,No,No,No,No,0
6861-OKBCE,1,Female,62,No,No,No,Yes,3
9940-RHLFB,1,Female,53,No,No,No,No,0
1383-EZRWL,1,Female,62,No,No,No,No,0
4759-TRPLW,1,Male,40,No,No,No,No,0
8563-IIOXK,1,Male,24,Yes,No,Yes,No,0
2982-VPSGI,1,Female,64,No,No,Yes,No,0
8199-ZLLSA,1,Male,53,No,No,No,No,0
4625-EWPTF,1,Male,55,No,No,No,No,0
5980-NOPLP,1,Female,19,Yes,No,Yes,No,0
9874-QLCLH,1,Female,38,No,No,Yes,No,0
6000-APYLU,1,Male,39,No,No,No,No,0
0947-IDHRQ,1,Female,21,Yes,No,No,No,0
9048-JVYVF,1,Male,48,No,No,No,No,0
1902-XBTFB,1,Male,39,No,No,No,No,0
2794-XIMMO,1,Male,61,No,No,Yes,No,0
8382-SHQEH,1,Female,58,No,No,Yes,No,0
2983-ZANRP,1,Female,27,Yes,No,Yes,No,0
7845-URHJN,1,Female,24,Yes,No,Yes,No,0
3034-ZBEQN,1,Female,31,No,No,Yes,No,0
0302-JOIVN,1,Female,47,No,No,Yes,No,0
5366-IJEQJ,1,Male,20,Yes,No,No,No,0
1981-INRFU,1,Female,44,No,No,No,No,0
4971-PUYQO,1,Female,48,No,No,No,No,0
1527-SXDPN,1,Male,63,No,No,Yes,No,0
8634-CILSZ,1,Male,52,No,No,No,No,0
6682-QJDGB,1,Male,20,Yes,No,No,Yes,1
8780-IXSTS,1,Female,53,No,No,No,No,0
9530-EHPOH,1,Male,60,No,No,No,No,0
0345-HKJVM,1,Female,43,No,No,No,No,0
3049-SOLAY,1,Female,21,Yes,No,Yes,No,0
3235-ETOOB,1,Male,51,No,No,Yes,No,0
8058-INTPH,1,Female,57,No,No,No,No,0
8821-XNHVZ,1,Female,53,No,No,Yes,No,0
2082-OJVTK,1,Male,25,Yes,No,Yes,No,0
5940-NFXKV,1,Male,59,No,No,Yes,No,0
8053-WWDRO,1,Female,62,No,No,Yes,No,0
9564-KCLHR,1,Male,58,No,No,No,No,0
2082-CEFLT,1,Male,31,No,No,No,No,0
1213-NGCUN,1,Female,49,No,No,No,No,0
5688-KZTSN,1,Male,59,No,No,Yes,Yes,3
2894-QOJRX,1,Female,19,Yes,No,Yes,No,0
3143-JQEGI,1,Female,52,No,No,Yes,No,0
6386-SZZKH,1,Female,38,No,No,Yes,No,0
3521-SYVOR,1,Female,26,Yes,No,No,No,0
9526-JAWYF,1,Male,49,No,No,No,No,0
5649-VUKMC,1,Female,61,No,No,No,No,0
4919-IKATY,1,Male,64,No,No,Yes,No,0
9050-QLROH,1,Male,26,Yes,No,No,No,0
0877-SDMBN,1,Female,20,Yes,No,No,No,0
8065-YKXKD,1,Female,39,No,No,No,No,0
9637-EIHEQ,1,Female,20,Yes,No,No,No,0
9689-PTNPG,1,Male,42,No,No,No,No,0
9465-RWMXL,1,Male,62,No,No,Yes,No,0
2362-IBOOY,1,Male,22,Yes,No,No,No,0
0843-WTBXE,1,Male,38,No,No,No,No,0
5515-IDEJJ,1,Male,46,No,No,Yes,Yes,1
5376-DEQCP,1,Female,48,No,No,No,No,0
9095-HFAFX,1,Female,61,No,No,No,No,0
2379-ENZGV,1,Male,61,No,No,No,No,0
2722-VOJQL,1,Male,30,No,No,No,No,0
5228-EXCET,1,Male,40,No,No,No,No,0
7394-FKDNK,1,Female,62,No,No,Yes,No,0
6331-LWDTQ,1,Male,49,No,No,No,No,0
1597-FZREH,1,Female,39,No,No,No,No,0
0727-IWKVK,1,Male,35,No,No,Yes,No,0
3512-IZIKN,1,Female,57,No,No,Yes,No,0
6141-OOXUQ,1,Male,43,No,No,No,No,0
7503-ZGUZJ,1,Male,25,Yes,No,No,No,0
8718-PTMEZ,1,Female,46,No,No,No,No,0
2207-OBZNX,1,Male,56,No,No,No,No,0
6142-VSJQO,1,Female,27,Yes,No,Yes,Yes,3
6437-UKHMV,1,Female,31,No,No,No,No,0
1114-CENIM,1,Male,43,No,No,No,Yes,2
6289-CPNLD,1,Male,33,No,No,Yes,No,0
5536-SLHPM,1,Female,38,No,No,Yes,No,0
8837-VVWLQ,1,Female,35,No,No,No,No,0
2696-NARTR,1,Male,40,No,No,No,No,0
7614-QVWQL,1,Male,57,No,No,Yes,No,0
1809-DMJHQ,1,Female,56,No,No,No,Yes,1
6923-EFPNL,1,Male,39,No,No,No,No,0
9574-RKJIF,1,Male,52,No,No,Yes,No,0
2619-WFQWU,1,Female,34,No,No,No,No,0
0778-NELLA,1,Male,43,No,No,No,No,0
4614-NUVZD,1,Female,53,No,No,No,No,0
3803-KMQFW,1,Female,25,Yes,No,Yes,Yes,2
6804-GDMOI,1,Female,39,No,No,No,No,0
9572-MTILT,1,Male,47,No,No,Yes,No,0
9611-CTWIH,1,Female,56,No,No,No,No,0
0329-GTIAJ,1,Female,40,No,No,No,No,0
6629-CZTTH,1,Male,62,No,No,No,No,0
5364-EVNIB,1,Male,61,No,No,No,No,0
5087-SUURX,1,Female,46,No,No,Yes,No,0
4929-BSTRX,1,Female,61,No,No,No,No,0
2225-ZRGSG,1,Female,38,No,No,Yes,No,0
5271-YNWVR,1,Male,48,No,No,Yes,No,0
6330-JKLPC,1,Male,42,No,No,Yes,No,0
4667-OHGKG,1,Male,61,No,No,No,No,0
1660-HSOOQ,1,Male,60,No,No,No,No,0
7253-UVNDW,1,Female,52,No,No,No,No,0
7228-OMTPN,1,Male,32,No,No,No,No,0
2344-JMOGN,1,Male,54,No,No,Yes,No,0
3799-ISUZQ,1,Male,49,No,No,Yes,No,0
1794-HBQTJ,1,Female,22,Yes,No,No,No,0
4818-DRBQT,1,Male,29,Yes,No,Yes,No,0
1320-HTRDR,1,Female,30,No,No,No,No,0
1493-AMTIE,1,Male,28,Yes,No,No,No,0
6424-ELEYH,1,Female,39,No,No,Yes,No,0
4391-RESHN,1,Male,49,No,No,No,No,0
6821-BUXUX,1,Female,28,Yes,No,No,No,0
9801-GDWGV,1,Female,52,No,No,No,No,0
2320-JRSDE,1,Female,33,No,No,Yes,Yes,1
0601-WZHJF,1,Male,53,No,No,Yes,No,0
5143-WMWOG,1,Male,62,No,No,No,No,0
5393-RXQSZ,1,Male,40,No,No,No,No,0
0231-LXVAP,1,Male,23,Yes,No,No,No,0
9444-JTXHZ,1,Male,53,No,No,Yes,No,0
5510-BOIUJ,1,Male,35,No,No,No,Yes,7
4471-KXAUH,1,Female,58,No,No,Yes,No,0
7638-QVMVY,1,Female,63,No,No,No,No,0
3244-DCJWY,1,Female,27,Yes,No,No,No,0
7812-FZHPE,1,Female,31,No,No,Yes,Yes,2
4797-AXPXK,1,Female,64,No,No,No,Yes,2
5229-PRWKT,1,Male,47,No,No,No,No,0
5057-LCOUI,1,Female,35,No,No,No,No,0
0156-FVPTA,1,Male,48,No,No,Yes,No,0
1984-FCOWB,1,Female,21,Yes,No,Yes,No,0
0654-HMSHN,1,Male,45,No,No,Yes,No,0
5196-SGOAK,1,Female,39,No,No,No,No,0
6108-OQZDQ,1,Female,21,Yes,No,Yes,No,0
0363-QJVFX,1,Male,22,Yes,No,No,No,0
9840-DVNDC,1,Male,45,No,No,No,No,0
8042-JVNFH,1,Male,23,Yes,No,No,No,0
3374-LXDEV,1,Female,42,No,No,No,No,0
5049-GLYVG,1,Male,56,No,No,No,No,0
5883-GTGVD,1,Male,54,No,No,No,No,0
4817-QRJSX,1,Female,46,No,No,No,No,0
9985-MWVIX,1,Female,53,No,No,No,No,0
2237-ZFSMY,1,Female,29,Yes,No,No,No,0
6711-VTNRE,1,Female,42,No,No,No,No,0
4548-SDBKE,1,Female,26,Yes,No,No,No,0
8066-POXGX,1,Female,28,Yes,No,No,No,0
4143-OOBWZ,1,Male,33,No,No,Yes,No,0
7854-EKTJL,1,Female,31,No,No,No,Yes,5
9102-IAYHT,1,Female,29,Yes,No,Yes,No,0
3422-LYEPQ,1,Male,57,No,No,Yes,No,0
4361-JEIVL,1,Male,29,Yes,No,No,Yes,3
9507-EXLTT,1,Female,30,No,No,Yes,No,0
9846-GKXAS,1,Female,53,No,No,No,No,0
6017-PPLPX,1,Male,47,No,No,Yes,No,0
4581-SSPWD,1,Female,63,No,No,No,No,0
0378-NHQXU,1,Female,31,No,No,Yes,No,0
4512-ZUIYL,1,Female,31,No,No,No,No,0
7969-AULMZ,1,Female,63,No,No,No,No,0
0568-ONFPC,1,Male,34,No,No,Yes,Yes,1
0733-VUNUW,1,Male,43,No,No,No,No,0
4550-EVXNY,1,Female,52,No,No,No,No,0
2968-SSGAA,1,Female,41,No,No,No,No,0
6777-TGHTM,1,Female,44,No,No,No,No,0
3538-WZPHD,1,Male,46,No,No,No,No,0
8610-WFCJF,1,Female,53,No,No,Yes,No,0
4905-JEFDW,1,Male,39,No,No,No,No,0
7881-INRLC,1,Male,34,No,No,No,No,0
0117-LFRMW,1,Male,52,No,No,Yes,Yes,1
6172-FECYY,1,Male,55,No,No,Yes,No,0
4786-UKSNZ,1,Male,45,No,No,No,No,0
4192-GORJT,1,Male,43,No,No,Yes,No,0
7240-ETPTR,1,Female,51,No,No,Yes,No,0
2202-CUYXZ,1,Male,25,Yes,No,No,No,0
5995-OIGLP,1,Male,42,No,No,No,No,0
6261-RCVNS,1,Female,22,Yes,No,No,No,0
7951-QKZPL,1,Female,21,Yes,No,Yes,No,0
3640-PHQXK,1,Female,54,No,No,No,No,0
8019-ENHXU,1,Male,50,No,No,Yes,No,0
9033-EOXWV,1,Female,57,No,No,No,No,0
1522-VVDMG,1,Male,25,Yes,No,Yes,No,0
9185-TQCVP,1,Male,27,Yes,No,Yes,No,0
8063-RJYNF,1,Male,27,Yes,No,No,No,0
0687-ZVTHB,1,Male,24,Yes,No,Yes,No,0
9661-ACXBS,1,Female,26,Yes,No,No,No,0
3727-RJMEO,1,Male,34,No,No,Yes,No,0
5685-IIXLY,1,Female,54,No,No,Yes,No,0
4250-ZBWLV,1,Male,24,Yes,No,No,No,0
5095-AESKG,1,Female,33,No,No,Yes,No,0
1871-MOWRM,1,Male,57,No,No,Yes,No,0
2027-OAQQC,1,Female,64,No,No,No,No,0
1555-DJEQW,1,Female,21,Yes,No,Yes,No,0
0519-XUZJU,1,Female,56,No,No,No,No,0
6338-AVWCY,1,Male,19,Yes,No,No,No,0
9445-SZLCH,1,Female,39,No,No,Yes,No,0
7568-PODML,1,Male,34,No,No,No,No,0
5349-IECLD,1,Male,61,No,No,No,No,0
3945-GFWQL,1,Female,33,No,No,No,Yes,1
3797-VTIDR,1,Male,55,No,No,Yes,No,0
9526-BIHHD,1,Male,30,No,No,No,No,0
4523-WXCEF,1,Female,21,Yes,No,Yes,No,0
8364-TRMMK,1,Female,51,No,No,No,No,0
3063-QFSZL,1,Female,37,No,No,No,No,0
9249-FXSCK,1,Female,20,Yes,No,No,No,0
5493-SDRDQ,1,Male,19,Yes,No,No,No,0
0871-URUWO,1,Male,36,No,No,Yes,No,0
0870-VEMYL,1,Female,34,No,No,No,No,0
3982-XWFZQ,1,Female,30,No,No,Yes,No,0
4009-ALQFH,1,Female,35,No,No,No,No,0
3627-FCRDW,1,Female,49,No,No,No,No,0
7562-GSUHK,1,Female,40,No,No,No,No,0
4903-UYAVB,1,Male,53,No,No,Yes,No,0
6776-TLWOI,1,Male,29,Yes,No,No,No,0
4077-CROMM,1,Female,51,No,No,Yes,No,0
2868-MZAGQ,1,Male,49,No,No,No,No,0
4847-QNOKA,1,Female,30,No,No,No,No,0
6379-RXJRQ,1,Male,42,No,No,Yes,No,0
8650-RHRKE,1,Male,27,Yes,No,No,No,0
0475-RIJEP,1,Male,47,No,No,No,No,0
1260-TTRXI,1,Male,64,No,No,No,No,0
4789-KWMXN,1,Male,42,No,No,Yes,No,0
2867-UIMSS,1,Male,24,Yes,No,No,No,0
8111-RKSPX,1,Male,20,Yes,No,No,No,0
1585-MQSSU,1,Male,36,No,No,No,No,0
8559-CIZFV,1,Male,34,No,No,Yes,No,0
7547-EKNFS,1,Male,37,No,No,Yes,No,0
4439-JMPMT,1,Female,38,No,No,Yes,No,0
2575-GFSOE,1,Female,25,Yes,No,Yes,No,0
2842-JTCCU,1,Male,27,Yes,No,No,No,0
9681-OXGVC,1,Female,54,No,No,No,No,0
7153-OANIO,1,Male,48,No,No,No,No,0
6521-YYTYI,1,Male,59,No,No,No,No,0
8878-HMWBV,1,Male,47,No,No,No,No,0
3751-KTZEL,1,Female,62,No,No,No,No,0
0328-GRPMV,1,Female,43,No,No,No,No,0
4195-SMMNX,1,Male,62,No,No,No,No,0
6956-SMUCM,1,Female,29,Yes,No,No,No,0
3223-WZWJM,1,Male,36,No,No,No,No,0
9053-JZFKV,1,Male,25,Yes,No,No,No,0
2530-ENDWQ,1,Female,55,No,No,Yes,No,0
6615-ZGEDR,1,Male,42,No,No,No,No,0
9250-WYPLL,1,Female,20,Yes,No,No,No,0
2754-XBHTB,1,Female,40,No,No,No,No,0
7055-VKGDA,1,Male,31,No,No,No,No,0
0754-UKWQP,1,Male,63,No,No,No,No,0
7493-TPUWZ,1,Male,64,No,No,No,No,0
1577-HKTFG,1,Female,42,No,No,Yes,No,0
8752-STIVR,1,Female,61,No,No,No,No,0
4558-FANTW,1,Female,30,No,No,Yes,No,0
7623-TRNQN,1,Male,34,No,No,No,Yes,1
9330-IJWIO,1,Female,54,No,No,No,No,0
1842-EZJMK,1,Male,28,Yes,No,Yes,No,0
8079-XRJRS,1,Male,39,No,No,Yes,No,0
8073-IJDCM,1,Female,44,No,No,No,No,0
2869-ADAWR,1,Female,41,No,No,No,No,0
9894-EZEWG,1,Female,31,No,No,No,No,0
7851-FLGGQ,1,Male,49,No,No,No,No,0
0637-UBJRP,1,Male,40,No,No,Yes,No,0
0940-OUQEC,1,Male,54,No,No,No,No,0
0702-PGIBZ,1,Male,28,Yes,No,No,No,0
1963-VAUKV,1,Female,31,No,No,No,No,0
3058-HJCUY,1,Male,36,No,No,Yes,No,0
3259-FDWOY,1,Male,60,No,No,Yes,No,0
0807-ZABDG,1,Female,43,No,No,No,Yes,2
5748-RNCJT,1,Male,58,No,No,No,No,0
7739-LAXOG,1,Female,51,No,No,Yes,No,0
6034-ZRYCV,1,Female,51,No,No,Yes,No,0
2079-FBMZK,1,Female,50,No,No,No,No,0
6608-QQLVK,1,Male,35,No,No,No,No,0
6302-JGYRJ,1,Male,37,No,No,No,No,0
3685-YLCMQ,1,Male,34,No,No,No,No,0
8761-NSOBC,1,Male,41,No,No,No,No,0
8413-VONUO,1,Male,34,No,No,No,No,0
9223-UCPVT,1,Female,49,No,No,No,No,0
4351-QLCSU,1,Female,47,No,No,No,No,0
5419-JPRRN,1,Male,32,No,No,No,No,0
2100-BDNSN,1,Female,39,No,No,Yes,No,0
0488-GSLFR,1,Female,41,No,No,No,No,0
9318-NKNFC,1,Male,53,No,No,No,No,0
9728-FTTVZ,1,Female,44,No,No,No,No,0
7254-IQWOZ,1,Male,30,No,No,No,No,0
0742-NXBGR,1,Female,64,No,No,No,No,0
6110-OHIHY,1,Male,33,No,No,No,No,0
5889-LFOLL,1,Female,27,Yes,No,No,No,0
5708-EVONK,1,Female,37,No,No,Yes,No,0
8708-XPXHZ,1,Female,25,Yes,No,Yes,No,0
7016-BPGEU,1,Female,53,No,No,No,No,0
6876-ADESB,1,Male,22,Yes,No,No,Yes,2
1963-SVUCV,1,Male,59,No,No,No,No,0
0220-EBGCE,1,Male,58,No,No,No,No,0
2754-VDLTR,1,Male,54,No,No,No,No,0
3190-XFANI,1,Male,42,No,No,No,No,0
7551-DACSP,1,Male,49,No,No,Yes,Yes,1
0520-FDVVT,1,Male,26,Yes,No,No,No,0
1444-VVSGW,1,Male,51,No,No,Yes,No,0
5712-PTIWW,1,Male,46,No,No,No,No,0
3315-TOTBP,1,Male,29,Yes,No,No,No,0
1518-VOWAV,1,Female,31,No,No,No,No,0
5909-ECHUI,1,Female,49,No,No,No,No,0
1309-BXVOQ,1,Male,27,Yes,No,Yes,No,0
2856-HYAPG,1,Female,62,No,No,No,No,0
4488-PSYCG,1,Male,24,Yes,No,No,No,0
6906-ANDWJ,1,Male,39,No,No,Yes,No,0
1031-IIDEO,1,Female,51,No,No,No,No,0
5832-XKAES,1,Male,56,No,No,No,No,0
4701-AHWMW,1,Male,30,No,No,Yes,No,0
9210-IAHGH,1,Female,57,No,No,No,No,0
0023-XUOPT,1,Female,26,Yes,No,Yes,No,0
4592-IWTJI,1,Female,46,No,No,Yes,Yes,2
6518-LGAOV,1,Female,60,No,No,Yes,No,0
7242-QZLXF,1,Male,20,Yes,No,No,Yes,3
